id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max
14063;DURGRG-Zone 2-Zone 4;DUR;GRG;Zone 2;Zone 4;3.25;3467;8001;99999999999
14064;DURJNB-Zone 2-Zone 4;DUR;JNB;Zone 2;Zone 4;1.67;2183;8001;99999999999
14065;DURKIM-Zone 2-Zone 4;DUR;KIM;Zone 2;Zone 4;3.3;3017;8001;99999999999
14066;DURKLD-Zone 2-Zone 4;DUR;KLD;Zone 2;Zone 4;3.05;2817;8001;99999999999
14067;DURNLP-Zone 2-Zone 4;DUR;NLP;Zone 2;Zone 4;3.15;2817;8001;99999999999
14068;DURPLZ-Zone 2-Zone 4;DUR;PLZ;Zone 2;Zone 4;2.9;3117;8001;99999999999
14069;DURPTG-Zone 2-Zone 4;DUR;PTG;Zone 2;Zone 4;3.15;3317;8001;99999999999
14070;ELSBFN-Zone 2-Zone 4;ELS;BFN;Zone 2;Zone 4;3.1;2617;8001;99999999999
14071;ELSCPT-Zone 2-Zone 4;ELS;CPT;Zone 2;Zone 4;3.05;3617;8001;99999999999
14072;ELSDUR-Zone 2-Zone 4;ELS;DUR;Zone 2;Zone 4;2.85;2817;8001;99999999999
14073;ELSELS-Zone 2-Zone 4;ELS;ELS;Zone 2;Zone 4;2.23;1877;8001;99999999999
14074;ELSGRG-Zone 2-Zone 4;ELS;GRG;Zone 2;Zone 4;3.05;2317;8001;99999999999
14075;ELSJNB-Zone 2-Zone 4;ELS;JNB;Zone 2;Zone 4;3.2;3617;8001;99999999999
14076;ELSKIM-Zone 2-Zone 4;ELS;KIM;Zone 2;Zone 4;3.69;2817;8001;99999999999
14077;ELSKLD-Zone 2-Zone 4;ELS;KLD;Zone 2;Zone 4;3.25;3352;8001;99999999999
14078;ELSNLP-Zone 2-Zone 4;ELS;NLP;Zone 2;Zone 4;3.54;4017;8001;99999999999
14079;ELSPLZ-Zone 2-Zone 4;ELS;PLZ;Zone 2;Zone 4;2.56;2117;8001;99999999999
14080;ELSPTG-Zone 2-Zone 4;ELS;PTG;Zone 2;Zone 4;3.59;4017;8001;99999999999
14081;GRGBFN-Zone 2-Zone 4;GRG;BFN;Zone 2;Zone 4;3.2;2817;8001;99999999999
14082;GRGCPT-Zone 2-Zone 4;GRG;CPT;Zone 2;Zone 4;3.34;2717;8001;99999999999
14083;GRGDUR-Zone 2-Zone 4;GRG;DUR;Zone 2;Zone 4;3.25;3467;8001;99999999999
14084;GRGELS-Zone 2-Zone 4;GRG;ELS;Zone 2;Zone 4;3.05;2317;8001;99999999999
14085;GRGGRG-Zone 2-Zone 4;GRG;GRG;Zone 2;Zone 4;2.23;1877;8001;99999999999
14086;GRGJNB-Zone 2-Zone 4;GRG;JNB;Zone 2;Zone 4;3.47;3817;8001;99999999999
14087;GRGKIM-Zone 2-Zone 4;GRG;KIM;Zone 2;Zone 4;3.39;3117;8001;99999999999
14088;GRGKLD-Zone 2-Zone 4;GRG;KLD;Zone 2;Zone 4;3.47;3352;8001;99999999999
14089;GRGNLP-Zone 2-Zone 4;GRG;NLP;Zone 2;Zone 4;3.54;4317;8001;99999999999
14090;GRGPLZ-Zone 2-Zone 4;GRG;PLZ;Zone 2;Zone 4;3.05;2317;8001;99999999999
14091;GRGPTG-Zone 2-Zone 4;GRG;PTG;Zone 2;Zone 4;3.59;4317;8001;99999999999
14092;JNBBFN-Zone 2-Zone 4;JNB;BFN;Zone 2;Zone 4;2.66;2817;8001;99999999999
14093;JNBCPT-Zone 2-Zone 4;JNB;CPT;Zone 2;Zone 4;3.06;3352;8001;99999999999
14094;JNBDUR-Zone 2-Zone 4;JNB;DUR;Zone 2;Zone 4;1.67;2183;8001;99999999999
14095;JNBELS-Zone 2-Zone 4;JNB;ELS;Zone 2;Zone 4;3.2;3617;8001;99999999999
14096;JNBGRG-Zone 2-Zone 4;JNB;GRG;Zone 2;Zone 4;3.47;3817;8001;99999999999
14097;JNBJNB-Zone 2-Zone 4;JNB;JNB;Zone 2;Zone 4;1.11;1054;8001;99999999999
14098;JNBKIM-Zone 2-Zone 4;JNB;KIM;Zone 2;Zone 4;3.1;3017;8001;99999999999
14099;JNBKLD-Zone 2-Zone 4;JNB;KLD;Zone 2;Zone 4;2.56;2317;8001;99999999999
14100;JNBNLP-Zone 2-Zone 4;JNB;NLP;Zone 2;Zone 4;2.66;2117;8001;99999999999
14101;JNBPLZ-Zone 2-Zone 4;JNB;PLZ;Zone 2;Zone 4;3.06;3352;8001;99999999999
14102;JNBPTG-Zone 2-Zone 4;JNB;PTG;Zone 2;Zone 4;2.66;2517;8001;99999999999
14103;KIMBFN-Zone 2-Zone 4;KIM;BFN;Zone 2;Zone 4;2.56;2117;8001;99999999999
14104;KIMCPT-Zone 2-Zone 4;KIM;CPT;Zone 2;Zone 4;3.2;3117;8001;99999999999
14105;KIMDUR-Zone 2-Zone 4;KIM;DUR;Zone 2;Zone 4;3.3;3017;8001;99999999999
14106;KIMELS-Zone 2-Zone 4;KIM;ELS;Zone 2;Zone 4;3.69;2817;8001;99999999999
14107;KIMGRG-Zone 2-Zone 4;KIM;GRG;Zone 2;Zone 4;3.39;3117;8001;99999999999
14108;KIMJNB-Zone 2-Zone 4;KIM;JNB;Zone 2;Zone 4;3.1;3017;8001;99999999999
14109;KIMKIM-Zone 2-Zone 4;KIM;KIM;Zone 2;Zone 4;2.23;1877;8001;99999999999
14110;KIMKLD-Zone 2-Zone 4;KIM;KLD;Zone 2;Zone 4;3.34;2317;8001;99999999999
14111;KIMNLP-Zone 2-Zone 4;KIM;NLP;Zone 2;Zone 4;3.34;3352;8001;99999999999
14112;KIMPLZ-Zone 2-Zone 4;KIM;PLZ;Zone 2;Zone 4;3.3;2817;8001;99999999999
14113;KIMPTG-Zone 2-Zone 4;KIM;PTG;Zone 2;Zone 4;3.1;3352;8001;99999999999
14114;KLDBFN-Zone 2-Zone 4;KLD;BFN;Zone 2;Zone 4;2.61;2317;8001;99999999999
14115;KLDCPT-Zone 2-Zone 4;KLD;CPT;Zone 2;Zone 4;2.85;2317;8001;99999999999
14116;KLDDUR-Zone 2-Zone 4;KLD;DUR;Zone 2;Zone 4;3.05;2817;8001;99999999999
14117;KLDELS-Zone 2-Zone 4;KLD;ELS;Zone 2;Zone 4;3.25;3352;8001;99999999999
14118;KLDGRG-Zone 2-Zone 4;KLD;GRG;Zone 2;Zone 4;3.47;3352;8001;99999999999
14119;KLDJNB-Zone 2-Zone 4;KLD;JNB;Zone 2;Zone 4;2.56;2317;8001;99999999999
14120;KLDKIM-Zone 2-Zone 4;KLD;KIM;Zone 2;Zone 4;3.34;2317;8001;99999999999
14121;KLDKLD-Zone 2-Zone 4;KLD;KLD;Zone 2;Zone 4;2.13;1877;8001;99999999999
14122;KLDNLP-Zone 2-Zone 4;KLD;NLP;Zone 2;Zone 4;3.25;2817;8001;99999999999
14123;KLDPLZ-Zone 2-Zone 4;KLD;PLZ;Zone 2;Zone 4;2.7;3352;8001;99999999999
14124;KLDPTG-Zone 2-Zone 4;KLD;PTG;Zone 2;Zone 4;3.2;2817;8001;99999999999
14125;NLPBFN-Zone 2-Zone 4;NLP;BFN;Zone 2;Zone 4;2.8;2817;8001;99999999999
14126;NLPCPT-Zone 2-Zone 4;NLP;CPT;Zone 2;Zone 4;3.3;4017;8001;99999999999
14127;NLPDUR-Zone 2-Zone 4;NLP;DUR;Zone 2;Zone 4;3.15;2817;8001;99999999999
14128;NLPELS-Zone 2-Zone 4;NLP;ELS;Zone 2;Zone 4;3.54;4017;8001;99999999999
14129;NLPGRG-Zone 2-Zone 4;NLP;GRG;Zone 2;Zone 4;3.54;4317;8001;99999999999
14130;NLPJNB-Zone 2-Zone 4;NLP;JNB;Zone 2;Zone 4;2.66;2117;8001;99999999999
14131;NLPKIM-Zone 2-Zone 4;NLP;KIM;Zone 2;Zone 4;3.34;3352;8001;99999999999
14132;NLPKLD-Zone 2-Zone 4;NLP;KLD;Zone 2;Zone 4;3.25;2817;8001;99999999999
14133;NLPNLP-Zone 2-Zone 4;NLP;NLP;Zone 2;Zone 4;2.18;1877;8001;99999999999
14134;NLPPLZ-Zone 2-Zone 4;NLP;PLZ;Zone 2;Zone 4;3.1;4017;8001;99999999999
14135;NLPPTG-Zone 2-Zone 4;NLP;PTG;Zone 2;Zone 4;2.56;2517;8001;99999999999
14136;PLZBFN-Zone 2-Zone 4;PLZ;BFN;Zone 2;Zone 4;3.05;2617;8001;99999999999
14137;PLZCPT-Zone 2-Zone 4;PLZ;CPT;Zone 2;Zone 4;3.1;3352;8001;99999999999
14138;PLZDUR-Zone 2-Zone 4;PLZ;DUR;Zone 2;Zone 4;2.9;3117;8001;99999999999
14139;PLZELS-Zone 2-Zone 4;PLZ;ELS;Zone 2;Zone 4;2.56;2117;8001;99999999999
14140;PLZGRG-Zone 2-Zone 4;PLZ;GRG;Zone 2;Zone 4;3.05;2317;8001;99999999999
14141;PLZJNB-Zone 2-Zone 4;PLZ;JNB;Zone 2;Zone 4;3.06;3352;8001;99999999999
14142;PLZKIM-Zone 2-Zone 4;PLZ;KIM;Zone 2;Zone 4;3.3;2817;8001;99999999999
14143;PLZKLD-Zone 2-Zone 4;PLZ;KLD;Zone 2;Zone 4;2.7;3352;8001;99999999999
14144;PLZNLP-Zone 2-Zone 4;PLZ;NLP;Zone 2;Zone 4;3.1;4017;8001;99999999999
14145;PLZPLZ-Zone 2-Zone 4;PLZ;PLZ;Zone 2;Zone 4;1.11;1054;8001;99999999999
14146;PLZPTG-Zone 2-Zone 4;PLZ;PTG;Zone 2;Zone 4;3.15;4017;8001;99999999999
14147;PTGBFN-Zone 2-Zone 4;PTG;BFN;Zone 2;Zone 4;2.8;3317;8001;99999999999
14148;PTGCPT-Zone 2-Zone 4;PTG;CPT;Zone 2;Zone 4;3.3;4017;8001;99999999999
14149;PTGDUR-Zone 2-Zone 4;PTG;DUR;Zone 2;Zone 4;3.15;3317;8001;99999999999
14150;PTGELS-Zone 2-Zone 4;PTG;ELS;Zone 2;Zone 4;3.59;4017;8001;99999999999
14151;PTGGRG-Zone 2-Zone 4;PTG;GRG;Zone 2;Zone 4;3.59;4317;8001;99999999999
14152;PTGJNB-Zone 2-Zone 4;PTG;JNB;Zone 2;Zone 4;2.66;2517;8001;99999999999
14153;PTGKIM-Zone 2-Zone 4;PTG;KIM;Zone 2;Zone 4;3.1;3352;8001;99999999999
14154;PTGKLD-Zone 2-Zone 4;PTG;KLD;Zone 2;Zone 4;3.2;2817;8001;99999999999
14155;PTGNLP-Zone 2-Zone 4;PTG;NLP;Zone 2;Zone 4;2.56;2517;8001;99999999999
14156;PTGPLZ-Zone 2-Zone 4;PTG;PLZ;Zone 2;Zone 4;3.15;4017;8001;99999999999
14157;PTGPTG-Zone 2-Zone 4;PTG;PTG;Zone 2;Zone 4;2.18;1877;8001;99999999999
14158;BFNBFN-Zone 3-Zone 4;BFN;BFN;Zone 3;Zone 4;2.5;2213;8001;99999999999
14159;BFNCPT-Zone 3-Zone 4;BFN;CPT;Zone 3;Zone 4;3.12;3453;8001;99999999999
14160;BFNDUR-Zone 3-Zone 4;BFN;DUR;Zone 3;Zone 4;3.03;3153;8001;99999999999
14161;BFNELS-Zone 3-Zone 4;BFN;ELS;Zone 3;Zone 4;3.47;2953;8001;99999999999
14162;BFNGRG-Zone 3-Zone 4;BFN;GRG;Zone 3;Zone 4;3.57;3153;8001;99999999999
14163;BFNJNB-Zone 3-Zone 4;BFN;JNB;Zone 3;Zone 4;3.03;3153;8001;99999999999
14164;BFNKIM-Zone 3-Zone 4;BFN;KIM;Zone 3;Zone 4;2.93;2453;8001;99999999999
14165;BFNKLD-Zone 3-Zone 4;BFN;KLD;Zone 3;Zone 4;2.98;2653;8001;99999999999
14166;BFNNLP-Zone 3-Zone 4;BFN;NLP;Zone 3;Zone 4;3.17;3153;8001;99999999999
14167;BFNPLZ-Zone 3-Zone 4;BFN;PLZ;Zone 3;Zone 4;3.42;2953;8001;99999999999
14168;BFNPTG-Zone 3-Zone 4;BFN;PTG;Zone 3;Zone 4;3.17;3653;8001;99999999999
14169;CPTBFN-Zone 3-Zone 4;CPT;BFN;Zone 3;Zone 4;3.12;3453;8001;99999999999
14170;CPTCPT-Zone 3-Zone 4;CPT;CPT;Zone 3;Zone 4;1.38;1324;8001;99999999999
14171;CPTDUR-Zone 3-Zone 4;CPT;DUR;Zone 3;Zone 4;3.07;3803;8001;99999999999
14172;CPTELS-Zone 3-Zone 4;CPT;ELS;Zone 3;Zone 4;3.42;3953;8001;99999999999
14173;CPTGRG-Zone 3-Zone 4;CPT;GRG;Zone 3;Zone 4;3.71;3053;8001;99999999999
14174;CPTJNB-Zone 3-Zone 4;CPT;JNB;Zone 3;Zone 4;3.43;3688;8001;99999999999
14175;CPTKIM-Zone 3-Zone 4;CPT;KIM;Zone 3;Zone 4;3.57;3453;8001;99999999999
14176;CPTKLD-Zone 3-Zone 4;CPT;KLD;Zone 3;Zone 4;3.22;2653;8001;99999999999
14177;CPTNLP-Zone 3-Zone 4;CPT;NLP;Zone 3;Zone 4;3.67;4353;8001;99999999999
14178;CPTPLZ-Zone 3-Zone 4;CPT;PLZ;Zone 3;Zone 4;3.47;3688;8001;99999999999
14179;CPTPTG-Zone 3-Zone 4;CPT;PTG;Zone 3;Zone 4;3.67;4353;8001;99999999999
14180;DURBFN-Zone 3-Zone 4;DUR;BFN;Zone 3;Zone 4;3.03;3153;8001;99999999999
14181;DURCPT-Zone 3-Zone 4;DUR;CPT;Zone 3;Zone 4;3.07;3803;8001;99999999999
14182;DURDUR-Zone 3-Zone 4;DUR;DUR;Zone 3;Zone 4;1.38;1324;8001;99999999999
14183;DURELS-Zone 3-Zone 4;DUR;ELS;Zone 3;Zone 4;3.22;3153;8001;99999999999
14184;DURGRG-Zone 3-Zone 4;DUR;GRG;Zone 3;Zone 4;3.62;3803;8001;99999999999
14185;DURJNB-Zone 3-Zone 4;DUR;JNB;Zone 3;Zone 4;1.92;2407;8001;99999999999
14186;DURKIM-Zone 3-Zone 4;DUR;KIM;Zone 3;Zone 4;3.67;3353;8001;99999999999
14187;DURKLD-Zone 3-Zone 4;DUR;KLD;Zone 3;Zone 4;3.42;3153;8001;99999999999
14188;DURNLP-Zone 3-Zone 4;DUR;NLP;Zone 3;Zone 4;3.52;3153;8001;99999999999
14189;DURPLZ-Zone 3-Zone 4;DUR;PLZ;Zone 3;Zone 4;3.27;3453;8001;99999999999
14190;DURPTG-Zone 3-Zone 4;DUR;PTG;Zone 3;Zone 4;3.52;3653;8001;99999999999
14191;ELSBFN-Zone 3-Zone 4;ELS;BFN;Zone 3;Zone 4;3.47;2953;8001;99999999999
14192;ELSCPT-Zone 3-Zone 4;ELS;CPT;Zone 3;Zone 4;3.42;3953;8001;99999999999
14193;ELSDUR-Zone 3-Zone 4;ELS;DUR;Zone 3;Zone 4;3.22;3153;8001;99999999999
14194;ELSELS-Zone 3-Zone 4;ELS;ELS;Zone 3;Zone 4;2.6;2213;8001;99999999999
14195;ELSGRG-Zone 3-Zone 4;ELS;GRG;Zone 3;Zone 4;3.42;2653;8001;99999999999
14196;ELSJNB-Zone 3-Zone 4;ELS;JNB;Zone 3;Zone 4;3.57;3953;8001;99999999999
14197;ELSKIM-Zone 3-Zone 4;ELS;KIM;Zone 3;Zone 4;4.06;3153;8001;99999999999
14198;ELSKLD-Zone 3-Zone 4;ELS;KLD;Zone 3;Zone 4;3.62;3688;8001;99999999999
14199;ELSNLP-Zone 3-Zone 4;ELS;NLP;Zone 3;Zone 4;3.91;4353;8001;99999999999
14200;ELSPLZ-Zone 3-Zone 4;ELS;PLZ;Zone 3;Zone 4;2.93;2453;8001;99999999999
14201;ELSPTG-Zone 3-Zone 4;ELS;PTG;Zone 3;Zone 4;3.96;4353;8001;99999999999
14202;GRGBFN-Zone 3-Zone 4;GRG;BFN;Zone 3;Zone 4;3.57;3153;8001;99999999999
14203;GRGCPT-Zone 3-Zone 4;GRG;CPT;Zone 3;Zone 4;3.71;3053;8001;99999999999
14204;GRGDUR-Zone 3-Zone 4;GRG;DUR;Zone 3;Zone 4;3.62;3803;8001;99999999999
14205;GRGELS-Zone 3-Zone 4;GRG;ELS;Zone 3;Zone 4;3.42;2653;8001;99999999999
14206;GRGGRG-Zone 3-Zone 4;GRG;GRG;Zone 3;Zone 4;2.6;2213;8001;99999999999
14207;GRGJNB-Zone 3-Zone 4;GRG;JNB;Zone 3;Zone 4;3.84;4153;8001;99999999999
14208;GRGKIM-Zone 3-Zone 4;GRG;KIM;Zone 3;Zone 4;3.76;3453;8001;99999999999
14209;GRGKLD-Zone 3-Zone 4;GRG;KLD;Zone 3;Zone 4;3.84;3688;8001;99999999999
14210;GRGNLP-Zone 3-Zone 4;GRG;NLP;Zone 3;Zone 4;3.91;4653;8001;99999999999
14211;GRGPLZ-Zone 3-Zone 4;GRG;PLZ;Zone 3;Zone 4;3.42;2653;8001;99999999999
14212;GRGPTG-Zone 3-Zone 4;GRG;PTG;Zone 3;Zone 4;3.96;4653;8001;99999999999
14213;JNBBFN-Zone 3-Zone 4;JNB;BFN;Zone 3;Zone 4;3.03;3153;8001;99999999999
14214;JNBCPT-Zone 3-Zone 4;JNB;CPT;Zone 3;Zone 4;3.43;3688;8001;99999999999
14215;JNBDUR-Zone 3-Zone 4;JNB;DUR;Zone 3;Zone 4;1.92;2407;8001;99999999999
14216;JNBELS-Zone 3-Zone 4;JNB;ELS;Zone 3;Zone 4;3.57;3953;8001;99999999999
14217;JNBGRG-Zone 3-Zone 4;JNB;GRG;Zone 3;Zone 4;3.84;4153;8001;99999999999
14218;JNBJNB-Zone 3-Zone 4;JNB;JNB;Zone 3;Zone 4;1.38;1324;8001;99999999999
14219;JNBKIM-Zone 3-Zone 4;JNB;KIM;Zone 3;Zone 4;3.47;3353;8001;99999999999
14220;JNBKLD-Zone 3-Zone 4;JNB;KLD;Zone 3;Zone 4;2.93;2653;8001;99999999999
14221;JNBNLP-Zone 3-Zone 4;JNB;NLP;Zone 3;Zone 4;3.03;2453;8001;99999999999
14222;JNBPLZ-Zone 3-Zone 4;JNB;PLZ;Zone 3;Zone 4;3.43;3688;8001;99999999999
14223;JNBPTG-Zone 3-Zone 4;JNB;PTG;Zone 3;Zone 4;3.03;2853;8001;99999999999
14224;KIMBFN-Zone 3-Zone 4;KIM;BFN;Zone 3;Zone 4;2.93;2453;8001;99999999999
14225;KIMCPT-Zone 3-Zone 4;KIM;CPT;Zone 3;Zone 4;3.57;3453;8001;99999999999
14226;KIMDUR-Zone 3-Zone 4;KIM;DUR;Zone 3;Zone 4;3.67;3353;8001;99999999999
14227;KIMELS-Zone 3-Zone 4;KIM;ELS;Zone 3;Zone 4;4.06;3153;8001;99999999999
14228;KIMGRG-Zone 3-Zone 4;KIM;GRG;Zone 3;Zone 4;3.76;3453;8001;99999999999
14229;KIMJNB-Zone 3-Zone 4;KIM;JNB;Zone 3;Zone 4;3.47;3353;8001;99999999999
14230;KIMKIM-Zone 3-Zone 4;KIM;KIM;Zone 3;Zone 4;2.6;2213;8001;99999999999
14231;KIMKLD-Zone 3-Zone 4;KIM;KLD;Zone 3;Zone 4;3.71;2653;8001;99999999999
14232;KIMNLP-Zone 3-Zone 4;KIM;NLP;Zone 3;Zone 4;3.71;3688;8001;99999999999
14233;KIMPLZ-Zone 3-Zone 4;KIM;PLZ;Zone 3;Zone 4;3.67;3153;8001;99999999999
14234;KIMPTG-Zone 3-Zone 4;KIM;PTG;Zone 3;Zone 4;3.47;3688;8001;99999999999
14235;KLDBFN-Zone 3-Zone 4;KLD;BFN;Zone 3;Zone 4;2.98;2653;8001;99999999999
14236;KLDCPT-Zone 3-Zone 4;KLD;CPT;Zone 3;Zone 4;3.22;2653;8001;99999999999
14237;KLDDUR-Zone 3-Zone 4;KLD;DUR;Zone 3;Zone 4;3.42;3153;8001;99999999999
14238;KLDELS-Zone 3-Zone 4;KLD;ELS;Zone 3;Zone 4;3.62;3688;8001;99999999999
14239;KLDGRG-Zone 3-Zone 4;KLD;GRG;Zone 3;Zone 4;3.84;3688;8001;99999999999
14240;KLDJNB-Zone 3-Zone 4;KLD;JNB;Zone 3;Zone 4;2.93;2653;8001;99999999999
14241;KLDKIM-Zone 3-Zone 4;KLD;KIM;Zone 3;Zone 4;3.71;2653;8001;99999999999
14242;KLDKLD-Zone 3-Zone 4;KLD;KLD;Zone 3;Zone 4;2.5;2213;8001;99999999999
14243;KLDNLP-Zone 3-Zone 4;KLD;NLP;Zone 3;Zone 4;3.62;3153;8001;99999999999
14244;KLDPLZ-Zone 3-Zone 4;KLD;PLZ;Zone 3;Zone 4;3.07;3688;8001;99999999999
14245;KLDPTG-Zone 3-Zone 4;KLD;PTG;Zone 3;Zone 4;3.57;3153;8001;99999999999
14246;NLPBFN-Zone 3-Zone 4;NLP;BFN;Zone 3;Zone 4;3.17;3153;8001;99999999999
14247;NLPCPT-Zone 3-Zone 4;NLP;CPT;Zone 3;Zone 4;3.67;4353;8001;99999999999
14248;NLPDUR-Zone 3-Zone 4;NLP;DUR;Zone 3;Zone 4;3.52;3153;8001;99999999999
14249;NLPELS-Zone 3-Zone 4;NLP;ELS;Zone 3;Zone 4;3.91;4353;8001;99999999999
14250;NLPGRG-Zone 3-Zone 4;NLP;GRG;Zone 3;Zone 4;3.91;4653;8001;99999999999
14251;NLPJNB-Zone 3-Zone 4;NLP;JNB;Zone 3;Zone 4;3.03;2453;8001;99999999999
14252;NLPKIM-Zone 3-Zone 4;NLP;KIM;Zone 3;Zone 4;3.71;3688;8001;99999999999
14253;NLPKLD-Zone 3-Zone 4;NLP;KLD;Zone 3;Zone 4;3.62;3153;8001;99999999999
14254;NLPNLP-Zone 3-Zone 4;NLP;NLP;Zone 3;Zone 4;2.55;2213;8001;99999999999
14255;NLPPLZ-Zone 3-Zone 4;NLP;PLZ;Zone 3;Zone 4;3.47;4353;8001;99999999999
14256;NLPPTG-Zone 3-Zone 4;NLP;PTG;Zone 3;Zone 4;2.93;2853;8001;99999999999
14257;PLZBFN-Zone 3-Zone 4;PLZ;BFN;Zone 3;Zone 4;3.42;2953;8001;99999999999
14258;PLZCPT-Zone 3-Zone 4;PLZ;CPT;Zone 3;Zone 4;3.47;3688;8001;99999999999
14259;PLZDUR-Zone 3-Zone 4;PLZ;DUR;Zone 3;Zone 4;3.27;3453;8001;99999999999
14260;PLZELS-Zone 3-Zone 4;PLZ;ELS;Zone 3;Zone 4;2.93;2453;8001;99999999999
14261;PLZGRG-Zone 3-Zone 4;PLZ;GRG;Zone 3;Zone 4;3.42;2653;8001;99999999999
14262;PLZJNB-Zone 3-Zone 4;PLZ;JNB;Zone 3;Zone 4;3.43;3688;8001;99999999999
14263;PLZKIM-Zone 3-Zone 4;PLZ;KIM;Zone 3;Zone 4;3.67;3153;8001;99999999999
14264;PLZKLD-Zone 3-Zone 4;PLZ;KLD;Zone 3;Zone 4;3.07;3688;8001;99999999999
14265;PLZNLP-Zone 3-Zone 4;PLZ;NLP;Zone 3;Zone 4;3.47;4353;8001;99999999999
14266;PLZPLZ-Zone 3-Zone 4;PLZ;PLZ;Zone 3;Zone 4;1.38;1324;8001;99999999999
14267;PLZPTG-Zone 3-Zone 4;PLZ;PTG;Zone 3;Zone 4;3.52;4353;8001;99999999999
14268;PTGBFN-Zone 3-Zone 4;PTG;BFN;Zone 3;Zone 4;3.17;3653;8001;99999999999
14269;PTGCPT-Zone 3-Zone 4;PTG;CPT;Zone 3;Zone 4;3.67;4353;8001;99999999999
14270;PTGDUR-Zone 3-Zone 4;PTG;DUR;Zone 3;Zone 4;3.52;3653;8001;99999999999
14271;PTGELS-Zone 3-Zone 4;PTG;ELS;Zone 3;Zone 4;3.96;4353;8001;99999999999
14272;PTGGRG-Zone 3-Zone 4;PTG;GRG;Zone 3;Zone 4;3.96;4653;8001;99999999999
14273;PTGJNB-Zone 3-Zone 4;PTG;JNB;Zone 3;Zone 4;3.03;2853;8001;99999999999
14274;PTGKIM-Zone 3-Zone 4;PTG;KIM;Zone 3;Zone 4;3.47;3688;8001;99999999999
14275;PTGKLD-Zone 3-Zone 4;PTG;KLD;Zone 3;Zone 4;3.57;3153;8001;99999999999
14276;PTGNLP-Zone 3-Zone 4;PTG;NLP;Zone 3;Zone 4;2.93;2853;8001;99999999999
14277;PTGPLZ-Zone 3-Zone 4;PTG;PLZ;Zone 3;Zone 4;3.52;4353;8001;99999999999
14278;PTGPTG-Zone 3-Zone 4;PTG;PTG;Zone 3;Zone 4;2.55;2213;8001;99999999999
14279;BFNBFN-Zone 4-Zone 4;BFN;BFN;Zone 4;Zone 4;2.94;2582;8001;99999999999
14280;BFNCPT-Zone 4-Zone 4;BFN;CPT;Zone 4;Zone 4;3.56;3822;8001;99999999999
14281;BFNDUR-Zone 4-Zone 4;BFN;DUR;Zone 4;Zone 4;3.47;3522;8001;99999999999
14282;BFNELS-Zone 4-Zone 4;BFN;ELS;Zone 4;Zone 4;3.91;3322;8001;99999999999
14283;BFNGRG-Zone 4-Zone 4;BFN;GRG;Zone 4;Zone 4;4.01;3522;8001;99999999999
14284;BFNJNB-Zone 4-Zone 4;BFN;JNB;Zone 4;Zone 4;3.47;3522;8001;99999999999
14285;BFNKIM-Zone 4-Zone 4;BFN;KIM;Zone 4;Zone 4;3.37;2822;8001;99999999999
14286;BFNKLD-Zone 4-Zone 4;BFN;KLD;Zone 4;Zone 4;3.42;3022;8001;99999999999
14287;BFNNLP-Zone 4-Zone 4;BFN;NLP;Zone 4;Zone 4;3.61;3522;8001;99999999999
14288;BFNPLZ-Zone 4-Zone 4;BFN;PLZ;Zone 4;Zone 4;3.86;3322;8001;99999999999
14289;BFNPTG-Zone 4-Zone 4;BFN;PTG;Zone 4;Zone 4;3.61;4022;8001;99999999999
14290;CPTBFN-Zone 4-Zone 4;CPT;BFN;Zone 4;Zone 4;3.56;3822;8001;99999999999
14291;CPTCPT-Zone 4-Zone 4;CPT;CPT;Zone 4;Zone 4;1.75;1614;8001;99999999999
14292;CPTDUR-Zone 4-Zone 4;CPT;DUR;Zone 4;Zone 4;3.51;4172;8001;99999999999
14293;CPTELS-Zone 4-Zone 4;CPT;ELS;Zone 4;Zone 4;3.86;4322;8001;99999999999
14294;CPTGRG-Zone 4-Zone 4;CPT;GRG;Zone 4;Zone 4;4.15;3422;8001;99999999999
14295;CPTJNB-Zone 4-Zone 4;CPT;JNB;Zone 4;Zone 4;3.87;4057;8001;99999999999
14296;CPTKIM-Zone 4-Zone 4;CPT;KIM;Zone 4;Zone 4;4.01;3822;8001;99999999999
14297;CPTKLD-Zone 4-Zone 4;CPT;KLD;Zone 4;Zone 4;3.66;3022;8001;99999999999
14298;CPTNLP-Zone 4-Zone 4;CPT;NLP;Zone 4;Zone 4;4.11;4722;8001;99999999999
14299;CPTPLZ-Zone 4-Zone 4;CPT;PLZ;Zone 4;Zone 4;3.91;4057;8001;99999999999
14300;CPTPTG-Zone 4-Zone 4;CPT;PTG;Zone 4;Zone 4;4.11;4722;8001;99999999999
14301;DURBFN-Zone 4-Zone 4;DUR;BFN;Zone 4;Zone 4;3.47;3522;8001;99999999999
14302;DURCPT-Zone 4-Zone 4;DUR;CPT;Zone 4;Zone 4;3.51;4172;8001;99999999999
14303;DURDUR-Zone 4-Zone 4;DUR;DUR;Zone 4;Zone 4;1.75;1614;8001;99999999999
14304;DURELS-Zone 4-Zone 4;DUR;ELS;Zone 4;Zone 4;3.66;3522;8001;99999999999
14305;DURGRG-Zone 4-Zone 4;DUR;GRG;Zone 4;Zone 4;4.06;4172;8001;99999999999
14306;DURJNB-Zone 4-Zone 4;DUR;JNB;Zone 4;Zone 4;2.19;2653;8001;99999999999
