id;location_string;source;destination;source_zone;destination_zone;rate;min_rate;eco_min;eco_max;ex_rate;ex_min_rate
13038;NLPDUR-Zone 3-Zone 2;NLP;DUR;Zone 3;Zone 2;2.71;2448;8001;99999999999;3.1;3648
13039;NLPELS-Zone 3-Zone 2;NLP;ELS;Zone 3;Zone 2;3.1;3648;8001;99999999999;3.1;3948
13040;NLPGRG-Zone 3-Zone 2;NLP;GRG;Zone 3;Zone 2;3.1;3948;8001;99999999999;2.22;1748
13041;NLPJNB-Zone 3-Zone 2;NLP;JNB;Zone 3;Zone 2;2.22;1748;8001;99999999999;2.9;2983
13042;NLPKIM-Zone 3-Zone 2;NLP;KIM;Zone 3;Zone 2;2.9;2983;8001;99999999999;2.81;2448
13043;NLPKLD-Zone 3-Zone 2;NLP;KLD;Zone 3;Zone 2;2.81;2448;8001;99999999999;1.74;1508
13044;NLPNLP-Zone 3-Zone 2;NLP;NLP;Zone 3;Zone 2;1.74;1508;8001;99999999999;2.66;3648
13045;NLPPLZ-Zone 3-Zone 2;NLP;PLZ;Zone 3;Zone 2;2.66;3648;8001;99999999999;2.12;2148
13046;NLPPTG-Zone 3-Zone 2;NLP;PTG;Zone 3;Zone 2;2.12;2148;8001;99999999999;2.61;2248
13047;PLZBFN-Zone 3-Zone 2;PLZ;BFN;Zone 3;Zone 2;2.61;2248;8001;99999999999;2.66;2983
13048;PLZCPT-Zone 3-Zone 2;PLZ;CPT;Zone 3;Zone 2;2.66;2983;8001;99999999999;2.46;2748
13049;PLZDUR-Zone 3-Zone 2;PLZ;DUR;Zone 3;Zone 2;2.46;2748;8001;99999999999;2.12;1748
13050;PLZELS-Zone 3-Zone 2;PLZ;ELS;Zone 3;Zone 2;2.12;1748;8001;99999999999;2.61;1948
13051;PLZGRG-Zone 3-Zone 2;PLZ;GRG;Zone 3;Zone 2;2.61;1948;8001;99999999999;2.62;2983
13052;PLZJNB-Zone 3-Zone 2;PLZ;JNB;Zone 3;Zone 2;2.62;2983;8001;99999999999;2.86;2448
13053;PLZKIM-Zone 3-Zone 2;PLZ;KIM;Zone 3;Zone 2;2.86;2448;8001;99999999999;2.26;2983
13054;PLZKLD-Zone 3-Zone 2;PLZ;KLD;Zone 3;Zone 2;2.26;2983;8001;99999999999;2.66;3648
13055;PLZNLP-Zone 3-Zone 2;PLZ;NLP;Zone 3;Zone 2;2.66;3648;8001;99999999999;0.74;764
13056;PLZPLZ-Zone 3-Zone 2;PLZ;PLZ;Zone 3;Zone 2;0.74;764;8001;99999999999;2.71;3648
13057;PLZPTG-Zone 3-Zone 2;PLZ;PTG;Zone 3;Zone 2;2.71;3648;8001;99999999999;2.36;2948
13058;PTGBFN-Zone 3-Zone 2;PTG;BFN;Zone 3;Zone 2;2.36;2948;8001;99999999999;2.86;3648
13059;PTGCPT-Zone 3-Zone 2;PTG;CPT;Zone 3;Zone 2;2.86;3648;8001;99999999999;2.71;2948
13060;PTGDUR-Zone 3-Zone 2;PTG;DUR;Zone 3;Zone 2;2.71;2948;8001;99999999999;3.15;3648
13061;PTGELS-Zone 3-Zone 2;PTG;ELS;Zone 3;Zone 2;3.15;3648;8001;99999999999;3.15;3948
13062;PTGGRG-Zone 3-Zone 2;PTG;GRG;Zone 3;Zone 2;3.15;3948;8001;99999999999;2.22;2148
13063;PTGJNB-Zone 3-Zone 2;PTG;JNB;Zone 3;Zone 2;2.22;2148;8001;99999999999;2.66;2983
13064;PTGKIM-Zone 3-Zone 2;PTG;KIM;Zone 3;Zone 2;2.66;2983;8001;99999999999;2.76;2448
13065;PTGKLD-Zone 3-Zone 2;PTG;KLD;Zone 3;Zone 2;2.76;2448;8001;99999999999;2.12;2148
13066;PTGNLP-Zone 3-Zone 2;PTG;NLP;Zone 3;Zone 2;2.12;2148;8001;99999999999;2.71;3648
13067;PTGPLZ-Zone 3-Zone 2;PTG;PLZ;Zone 3;Zone 2;2.71;3648;8001;99999999999;1.74;1508
13068;PTGPTG-Zone 3-Zone 2;PTG;PTG;Zone 3;Zone 2;1.74;1508;8001;99999999999;2.13;1877
13069;BFNBFN-Zone 4-Zone 2;BFN;BFN;Zone 4;Zone 2;2.13;1877;8001;99999999999;2.75;3117
13070;BFNCPT-Zone 4-Zone 2;BFN;CPT;Zone 4;Zone 2;2.75;3117;8001;99999999999;2.66;2817
13071;BFNDUR-Zone 4-Zone 2;BFN;DUR;Zone 4;Zone 2;2.66;2817;8001;99999999999;3.1;2617
13072;BFNELS-Zone 4-Zone 2;BFN;ELS;Zone 4;Zone 2;3.1;2617;8001;99999999999;3.2;2817
13073;BFNGRG-Zone 4-Zone 2;BFN;GRG;Zone 4;Zone 2;3.2;2817;8001;99999999999;2.66;2817
13074;BFNJNB-Zone 4-Zone 2;BFN;JNB;Zone 4;Zone 2;2.66;2817;8001;99999999999;2.56;2117
13075;BFNKIM-Zone 4-Zone 2;BFN;KIM;Zone 4;Zone 2;2.56;2117;8001;99999999999;2.61;2317
13076;BFNKLD-Zone 4-Zone 2;BFN;KLD;Zone 4;Zone 2;2.61;2317;8001;99999999999;2.8;2817
13077;BFNNLP-Zone 4-Zone 2;BFN;NLP;Zone 4;Zone 2;2.8;2817;8001;99999999999;3.05;2617
13078;BFNPLZ-Zone 4-Zone 2;BFN;PLZ;Zone 4;Zone 2;3.05;2617;8001;99999999999;2.8;3317
13079;BFNPTG-Zone 4-Zone 2;BFN;PTG;Zone 4;Zone 2;2.8;3317;8001;99999999999;2.75;3117
13080;CPTBFN-Zone 4-Zone 2;CPT;BFN;Zone 4;Zone 2;2.75;3117;8001;99999999999;1.11;1054
13081;CPTCPT-Zone 4-Zone 2;CPT;CPT;Zone 4;Zone 2;1.11;1054;8001;99999999999;2.7;3467
13082;CPTDUR-Zone 4-Zone 2;CPT;DUR;Zone 4;Zone 2;2.7;3467;8001;99999999999;3.05;3617
13083;CPTELS-Zone 4-Zone 2;CPT;ELS;Zone 4;Zone 2;3.05;3617;8001;99999999999;3.34;2717
13084;CPTGRG-Zone 4-Zone 2;CPT;GRG;Zone 4;Zone 2;3.34;2717;8001;99999999999;3.06;3352
13085;CPTJNB-Zone 4-Zone 2;CPT;JNB;Zone 4;Zone 2;3.06;3352;8001;99999999999;3.2;3117
13086;CPTKIM-Zone 4-Zone 2;CPT;KIM;Zone 4;Zone 2;3.2;3117;8001;99999999999;2.85;2317
13087;CPTKLD-Zone 4-Zone 2;CPT;KLD;Zone 4;Zone 2;2.85;2317;8001;99999999999;3.3;4017
13088;CPTNLP-Zone 4-Zone 2;CPT;NLP;Zone 4;Zone 2;3.3;4017;8001;99999999999;3.1;3352
13089;CPTPLZ-Zone 4-Zone 2;CPT;PLZ;Zone 4;Zone 2;3.1;3352;8001;99999999999;3.3;4017
13090;CPTPTG-Zone 4-Zone 2;CPT;PTG;Zone 4;Zone 2;3.3;4017;8001;99999999999;2.66;2817
13091;DURBFN-Zone 4-Zone 2;DUR;BFN;Zone 4;Zone 2;2.66;2817;8001;99999999999;2.7;3467
13092;DURCPT-Zone 4-Zone 2;DUR;CPT;Zone 4;Zone 2;2.7;3467;8001;99999999999;1.11;1054
13093;DURDUR-Zone 4-Zone 2;DUR;DUR;Zone 4;Zone 2;1.11;1054;8001;99999999999;2.85;2817
13094;DURELS-Zone 4-Zone 2;DUR;ELS;Zone 4;Zone 2;2.85;2817;8001;99999999999;3.25;3467
13095;DURGRG-Zone 4-Zone 2;DUR;GRG;Zone 4;Zone 2;3.25;3467;8001;99999999999;1.67;2183
13096;DURJNB-Zone 4-Zone 2;DUR;JNB;Zone 4;Zone 2;1.67;2183;8001;99999999999;3.3;3017
13097;DURKIM-Zone 4-Zone 2;DUR;KIM;Zone 4;Zone 2;3.3;3017;8001;99999999999;3.05;2817
13098;DURKLD-Zone 4-Zone 2;DUR;KLD;Zone 4;Zone 2;3.05;2817;8001;99999999999;3.15;2817
13099;DURNLP-Zone 4-Zone 2;DUR;NLP;Zone 4;Zone 2;3.15;2817;8001;99999999999;2.9;3117
13100;DURPLZ-Zone 4-Zone 2;DUR;PLZ;Zone 4;Zone 2;2.9;3117;8001;99999999999;3.15;3317
13101;DURPTG-Zone 4-Zone 2;DUR;PTG;Zone 4;Zone 2;3.15;3317;8001;99999999999;3.1;2617
13102;ELSBFN-Zone 4-Zone 2;ELS;BFN;Zone 4;Zone 2;3.1;2617;8001;99999999999;3.05;3617
13103;ELSCPT-Zone 4-Zone 2;ELS;CPT;Zone 4;Zone 2;3.05;3617;8001;99999999999;2.85;2817
13104;ELSDUR-Zone 4-Zone 2;ELS;DUR;Zone 4;Zone 2;2.85;2817;8001;99999999999;2.23;1877
13105;ELSELS-Zone 4-Zone 2;ELS;ELS;Zone 4;Zone 2;2.23;1877;8001;99999999999;3.05;2317
13106;ELSGRG-Zone 4-Zone 2;ELS;GRG;Zone 4;Zone 2;3.05;2317;8001;99999999999;3.2;3617
13107;ELSJNB-Zone 4-Zone 2;ELS;JNB;Zone 4;Zone 2;3.2;3617;8001;99999999999;3.69;2817
13108;ELSKIM-Zone 4-Zone 2;ELS;KIM;Zone 4;Zone 2;3.69;2817;8001;99999999999;3.25;3352
13109;ELSKLD-Zone 4-Zone 2;ELS;KLD;Zone 4;Zone 2;3.25;3352;8001;99999999999;3.54;4017
13110;ELSNLP-Zone 4-Zone 2;ELS;NLP;Zone 4;Zone 2;3.54;4017;8001;99999999999;2.56;2117
13111;ELSPLZ-Zone 4-Zone 2;ELS;PLZ;Zone 4;Zone 2;2.56;2117;8001;99999999999;3.59;4017
13112;ELSPTG-Zone 4-Zone 2;ELS;PTG;Zone 4;Zone 2;3.59;4017;8001;99999999999;3.2;2817
13113;GRGBFN-Zone 4-Zone 2;GRG;BFN;Zone 4;Zone 2;3.2;2817;8001;99999999999;3.34;2717
13114;GRGCPT-Zone 4-Zone 2;GRG;CPT;Zone 4;Zone 2;3.34;2717;8001;99999999999;3.25;3467
13115;GRGDUR-Zone 4-Zone 2;GRG;DUR;Zone 4;Zone 2;3.25;3467;8001;99999999999;3.05;2317
13116;GRGELS-Zone 4-Zone 2;GRG;ELS;Zone 4;Zone 2;3.05;2317;8001;99999999999;2.23;1877
13117;GRGGRG-Zone 4-Zone 2;GRG;GRG;Zone 4;Zone 2;2.23;1877;8001;99999999999;3.47;3817
13118;GRGJNB-Zone 4-Zone 2;GRG;JNB;Zone 4;Zone 2;3.47;3817;8001;99999999999;3.39;3117
13119;GRGKIM-Zone 4-Zone 2;GRG;KIM;Zone 4;Zone 2;3.39;3117;8001;99999999999;3.47;3352
13120;GRGKLD-Zone 4-Zone 2;GRG;KLD;Zone 4;Zone 2;3.47;3352;8001;99999999999;3.54;4317
13121;GRGNLP-Zone 4-Zone 2;GRG;NLP;Zone 4;Zone 2;3.54;4317;8001;99999999999;3.05;2317
13122;GRGPLZ-Zone 4-Zone 2;GRG;PLZ;Zone 4;Zone 2;3.05;2317;8001;99999999999;3.59;4317
13123;GRGPTG-Zone 4-Zone 2;GRG;PTG;Zone 4;Zone 2;3.59;4317;8001;99999999999;2.66;2817
13124;JNBBFN-Zone 4-Zone 2;JNB;BFN;Zone 4;Zone 2;2.66;2817;8001;99999999999;3.06;3352
13125;JNBCPT-Zone 4-Zone 2;JNB;CPT;Zone 4;Zone 2;3.06;3352;8001;99999999999;1.67;2183
13126;JNBDUR-Zone 4-Zone 2;JNB;DUR;Zone 4;Zone 2;1.67;2183;8001;99999999999;3.2;3617
13127;JNBELS-Zone 4-Zone 2;JNB;ELS;Zone 4;Zone 2;3.2;3617;8001;99999999999;3.47;3817
13128;JNBGRG-Zone 4-Zone 2;JNB;GRG;Zone 4;Zone 2;3.47;3817;8001;99999999999;1.11;1054
13129;JNBJNB-Zone 4-Zone 2;JNB;JNB;Zone 4;Zone 2;1.11;1054;8001;99999999999;3.1;3017
13130;JNBKIM-Zone 4-Zone 2;JNB;KIM;Zone 4;Zone 2;3.1;3017;8001;99999999999;2.56;2317
13131;JNBKLD-Zone 4-Zone 2;JNB;KLD;Zone 4;Zone 2;2.56;2317;8001;99999999999;2.66;2117
13132;JNBNLP-Zone 4-Zone 2;JNB;NLP;Zone 4;Zone 2;2.66;2117;8001;99999999999;3.06;3352
13133;JNBPLZ-Zone 4-Zone 2;JNB;PLZ;Zone 4;Zone 2;3.06;3352;8001;99999999999;2.66;2517
13134;JNBPTG-Zone 4-Zone 2;JNB;PTG;Zone 4;Zone 2;2.66;2517;8001;99999999999;2.56;2117
13135;KIMBFN-Zone 4-Zone 2;KIM;BFN;Zone 4;Zone 2;2.56;2117;8001;99999999999;3.2;3117
13136;KIMCPT-Zone 4-Zone 2;KIM;CPT;Zone 4;Zone 2;3.2;3117;8001;99999999999;3.3;3017
13137;KIMDUR-Zone 4-Zone 2;KIM;DUR;Zone 4;Zone 2;3.3;3017;8001;99999999999;3.69;2817
13138;KIMELS-Zone 4-Zone 2;KIM;ELS;Zone 4;Zone 2;3.69;2817;8001;99999999999;3.39;3117
13139;KIMGRG-Zone 4-Zone 2;KIM;GRG;Zone 4;Zone 2;3.39;3117;8001;99999999999;3.1;3017
13140;KIMJNB-Zone 4-Zone 2;KIM;JNB;Zone 4;Zone 2;3.1;3017;8001;99999999999;2.23;1877
13141;KIMKIM-Zone 4-Zone 2;KIM;KIM;Zone 4;Zone 2;2.23;1877;8001;99999999999;3.34;2317
13142;KIMKLD-Zone 4-Zone 2;KIM;KLD;Zone 4;Zone 2;3.34;2317;8001;99999999999;3.34;3352
13143;KIMNLP-Zone 4-Zone 2;KIM;NLP;Zone 4;Zone 2;3.34;3352;8001;99999999999;3.3;2817
13144;KIMPLZ-Zone 4-Zone 2;KIM;PLZ;Zone 4;Zone 2;3.3;2817;8001;99999999999;3.1;3352
13145;KIMPTG-Zone 4-Zone 2;KIM;PTG;Zone 4;Zone 2;3.1;3352;8001;99999999999;2.61;2317
13146;KLDBFN-Zone 4-Zone 2;KLD;BFN;Zone 4;Zone 2;2.61;2317;8001;99999999999;2.85;2317
13147;KLDCPT-Zone 4-Zone 2;KLD;CPT;Zone 4;Zone 2;2.85;2317;8001;99999999999;3.05;2817
13148;KLDDUR-Zone 4-Zone 2;KLD;DUR;Zone 4;Zone 2;3.05;2817;8001;99999999999;3.25;3352
13149;KLDELS-Zone 4-Zone 2;KLD;ELS;Zone 4;Zone 2;3.25;3352;8001;99999999999;3.47;3352
13150;KLDGRG-Zone 4-Zone 2;KLD;GRG;Zone 4;Zone 2;3.47;3352;8001;99999999999;2.56;2317
13151;KLDJNB-Zone 4-Zone 2;KLD;JNB;Zone 4;Zone 2;2.56;2317;8001;99999999999;3.34;2317
13152;KLDKIM-Zone 4-Zone 2;KLD;KIM;Zone 4;Zone 2;3.34;2317;8001;99999999999;2.13;1877
13153;KLDKLD-Zone 4-Zone 2;KLD;KLD;Zone 4;Zone 2;2.13;1877;8001;99999999999;3.25;2817
13154;KLDNLP-Zone 4-Zone 2;KLD;NLP;Zone 4;Zone 2;3.25;2817;8001;99999999999;2.7;3352
13155;KLDPLZ-Zone 4-Zone 2;KLD;PLZ;Zone 4;Zone 2;2.7;3352;8001;99999999999;3.2;2817
13156;KLDPTG-Zone 4-Zone 2;KLD;PTG;Zone 4;Zone 2;3.2;2817;8001;99999999999;2.8;2817
13157;NLPBFN-Zone 4-Zone 2;NLP;BFN;Zone 4;Zone 2;2.8;2817;8001;99999999999;3.3;4017
13158;NLPCPT-Zone 4-Zone 2;NLP;CPT;Zone 4;Zone 2;3.3;4017;8001;99999999999;3.15;2817
13159;NLPDUR-Zone 4-Zone 2;NLP;DUR;Zone 4;Zone 2;3.15;2817;8001;99999999999;3.54;4017
13160;NLPELS-Zone 4-Zone 2;NLP;ELS;Zone 4;Zone 2;3.54;4017;8001;99999999999;3.54;4317
13161;NLPGRG-Zone 4-Zone 2;NLP;GRG;Zone 4;Zone 2;3.54;4317;8001;99999999999;2.66;2117
13162;NLPJNB-Zone 4-Zone 2;NLP;JNB;Zone 4;Zone 2;2.66;2117;8001;99999999999;3.34;3352
13163;NLPKIM-Zone 4-Zone 2;NLP;KIM;Zone 4;Zone 2;3.34;3352;8001;99999999999;3.25;2817
13164;NLPKLD-Zone 4-Zone 2;NLP;KLD;Zone 4;Zone 2;3.25;2817;8001;99999999999;2.18;1877
13165;NLPNLP-Zone 4-Zone 2;NLP;NLP;Zone 4;Zone 2;2.18;1877;8001;99999999999;3.1;4017
13166;NLPPLZ-Zone 4-Zone 2;NLP;PLZ;Zone 4;Zone 2;3.1;4017;8001;99999999999;2.56;2517
13167;NLPPTG-Zone 4-Zone 2;NLP;PTG;Zone 4;Zone 2;2.56;2517;8001;99999999999;3.05;2617
13168;PLZBFN-Zone 4-Zone 2;PLZ;BFN;Zone 4;Zone 2;3.05;2617;8001;99999999999;3.1;3352
13169;PLZCPT-Zone 4-Zone 2;PLZ;CPT;Zone 4;Zone 2;3.1;3352;8001;99999999999;2.9;3117
13170;PLZDUR-Zone 4-Zone 2;PLZ;DUR;Zone 4;Zone 2;2.9;3117;8001;99999999999;2.56;2117
13171;PLZELS-Zone 4-Zone 2;PLZ;ELS;Zone 4;Zone 2;2.56;2117;8001;99999999999;3.05;2317
13172;PLZGRG-Zone 4-Zone 2;PLZ;GRG;Zone 4;Zone 2;3.05;2317;8001;99999999999;3.06;3352
13173;PLZJNB-Zone 4-Zone 2;PLZ;JNB;Zone 4;Zone 2;3.06;3352;8001;99999999999;3.3;2817
13174;PLZKIM-Zone 4-Zone 2;PLZ;KIM;Zone 4;Zone 2;3.3;2817;8001;99999999999;2.7;3352
13175;PLZKLD-Zone 4-Zone 2;PLZ;KLD;Zone 4;Zone 2;2.7;3352;8001;99999999999;3.1;4017
13176;PLZNLP-Zone 4-Zone 2;PLZ;NLP;Zone 4;Zone 2;3.1;4017;8001;99999999999;1.11;1054
13177;PLZPLZ-Zone 4-Zone 2;PLZ;PLZ;Zone 4;Zone 2;1.11;1054;8001;99999999999;3.15;4017
13178;PLZPTG-Zone 4-Zone 2;PLZ;PTG;Zone 4;Zone 2;3.15;4017;8001;99999999999;2.8;3317
13179;PTGBFN-Zone 4-Zone 2;PTG;BFN;Zone 4;Zone 2;2.8;3317;8001;99999999999;3.3;4017
13180;PTGCPT-Zone 4-Zone 2;PTG;CPT;Zone 4;Zone 2;3.3;4017;8001;99999999999;3.15;3317
13181;PTGDUR-Zone 4-Zone 2;PTG;DUR;Zone 4;Zone 2;3.15;3317;8001;99999999999;3.59;4017
13182;PTGELS-Zone 4-Zone 2;PTG;ELS;Zone 4;Zone 2;3.59;4017;8001;99999999999;3.59;4317
13183;PTGGRG-Zone 4-Zone 2;PTG;GRG;Zone 4;Zone 2;3.59;4317;8001;99999999999;2.66;2517
13184;PTGJNB-Zone 4-Zone 2;PTG;JNB;Zone 4;Zone 2;2.66;2517;8001;99999999999;3.1;3352
13185;PTGKIM-Zone 4-Zone 2;PTG;KIM;Zone 4;Zone 2;3.1;3352;8001;99999999999;3.2;2817
13186;PTGKLD-Zone 4-Zone 2;PTG;KLD;Zone 4;Zone 2;3.2;2817;8001;99999999999;2.56;2517
13187;PTGNLP-Zone 4-Zone 2;PTG;NLP;Zone 4;Zone 2;2.56;2517;8001;99999999999;3.15;4017
13188;PTGPLZ-Zone 4-Zone 2;PTG;PLZ;Zone 4;Zone 2;3.15;4017;8001;99999999999;2.18;1877
13189;PTGPTG-Zone 4-Zone 2;PTG;PTG;Zone 4;Zone 2;2.18;1877;8001;99999999999;2.43;2690
13190;BFNBFN-Zone 5-Zone 2;BFN;BFN;Zone 5;Zone 2;2.43;2690;8001;99999999999;3.05;3930
13191;BFNCPT-Zone 5-Zone 2;BFN;CPT;Zone 5;Zone 2;3.05;3930;8001;99999999999;2.96;3630
13192;BFNDUR-Zone 5-Zone 2;BFN;DUR;Zone 5;Zone 2;2.96;3630;8001;99999999999;3.4;3430
13193;BFNELS-Zone 5-Zone 2;BFN;ELS;Zone 5;Zone 2;3.4;3430;8001;99999999999;3.5;3630
13194;BFNGRG-Zone 5-Zone 2;BFN;GRG;Zone 5;Zone 2;3.5;3630;8001;99999999999;2.96;3630
13195;BFNJNB-Zone 5-Zone 2;BFN;JNB;Zone 5;Zone 2;2.96;3630;8001;99999999999;2.86;2930
13196;BFNKIM-Zone 5-Zone 2;BFN;KIM;Zone 5;Zone 2;2.86;2930;8001;99999999999;2.91;3130
13197;BFNKLD-Zone 5-Zone 2;BFN;KLD;Zone 5;Zone 2;2.91;3130;8001;99999999999;3.1;3630
13198;BFNNLP-Zone 5-Zone 2;BFN;NLP;Zone 5;Zone 2;3.1;3630;8001;99999999999;3.35;3430
13199;BFNPLZ-Zone 5-Zone 2;BFN;PLZ;Zone 5;Zone 2;3.35;3430;8001;99999999999;3.1;4130
13200;BFNPTG-Zone 5-Zone 2;BFN;PTG;Zone 5;Zone 2;3.1;4130;8001;99999999999;3.05;3930
13201;CPTBFN-Zone 5-Zone 2;CPT;BFN;Zone 5;Zone 2;3.05;3930;8001;99999999999;1.31;1421
13202;CPTCPT-Zone 5-Zone 2;CPT;CPT;Zone 5;Zone 2;1.31;1421;8001;99999999999;3;4280
13203;CPTDUR-Zone 5-Zone 2;CPT;DUR;Zone 5;Zone 2;3;4280;8001;99999999999;3.35;4430
13204;CPTELS-Zone 5-Zone 2;CPT;ELS;Zone 5;Zone 2;3.35;4430;8001;99999999999;3.64;3530
13205;CPTGRG-Zone 5-Zone 2;CPT;GRG;Zone 5;Zone 2;3.64;3530;8001;99999999999;3.36;4165
13206;CPTJNB-Zone 5-Zone 2;CPT;JNB;Zone 5;Zone 2;3.36;4165;8001;99999999999;3.5;3930
13207;CPTKIM-Zone 5-Zone 2;CPT;KIM;Zone 5;Zone 2;3.5;3930;8001;99999999999;3.15;3130
13208;CPTKLD-Zone 5-Zone 2;CPT;KLD;Zone 5;Zone 2;3.15;3130;8001;99999999999;3.6;4830
13209;CPTNLP-Zone 5-Zone 2;CPT;NLP;Zone 5;Zone 2;3.6;4830;8001;99999999999;3.4;4165
13210;CPTPLZ-Zone 5-Zone 2;CPT;PLZ;Zone 5;Zone 2;3.4;4165;8001;99999999999;3.6;4830
13211;CPTPTG-Zone 5-Zone 2;CPT;PTG;Zone 5;Zone 2;3.6;4830;8001;99999999999;2.96;3630
13212;DURBFN-Zone 5-Zone 2;DUR;BFN;Zone 5;Zone 2;2.96;3630;8001;99999999999;3;4280
13213;DURCPT-Zone 5-Zone 2;DUR;CPT;Zone 5;Zone 2;3;4280;8001;99999999999;1.31;1421
13214;DURDUR-Zone 5-Zone 2;DUR;DUR;Zone 5;Zone 2;1.31;1421;8001;99999999999;3.15;3630
13215;DURELS-Zone 5-Zone 2;DUR;ELS;Zone 5;Zone 2;3.15;3630;8001;99999999999;3.55;4280
13216;DURGRG-Zone 5-Zone 2;DUR;GRG;Zone 5;Zone 2;3.55;4280;8001;99999999999;1.77;2725
13217;DURJNB-Zone 5-Zone 2;DUR;JNB;Zone 5;Zone 2;1.77;2725;8001;99999999999;3.6;3830
13218;DURKIM-Zone 5-Zone 2;DUR;KIM;Zone 5;Zone 2;3.6;3830;8001;99999999999;3.35;3630
13219;DURKLD-Zone 5-Zone 2;DUR;KLD;Zone 5;Zone 2;3.35;3630;8001;99999999999;3.45;3630
13220;DURNLP-Zone 5-Zone 2;DUR;NLP;Zone 5;Zone 2;3.45;3630;8001;99999999999;3.2;3930
13221;DURPLZ-Zone 5-Zone 2;DUR;PLZ;Zone 5;Zone 2;3.2;3930;8001;99999999999;3.45;4130
13222;DURPTG-Zone 5-Zone 2;DUR;PTG;Zone 5;Zone 2;3.45;4130;8001;99999999999;3.4;3430
13223;ELSBFN-Zone 5-Zone 2;ELS;BFN;Zone 5;Zone 2;3.4;3430;8001;99999999999;3.35;4430
13224;ELSCPT-Zone 5-Zone 2;ELS;CPT;Zone 5;Zone 2;3.35;4430;8001;99999999999;3.15;3630
13225;ELSDUR-Zone 5-Zone 2;ELS;DUR;Zone 5;Zone 2;3.15;3630;8001;99999999999;2.53;2690
13226;ELSELS-Zone 5-Zone 2;ELS;ELS;Zone 5;Zone 2;2.53;2690;8001;99999999999;3.35;3130
13227;ELSGRG-Zone 5-Zone 2;ELS;GRG;Zone 5;Zone 2;3.35;3130;8001;99999999999;3.5;4430
13228;ELSJNB-Zone 5-Zone 2;ELS;JNB;Zone 5;Zone 2;3.5;4430;8001;99999999999;3.99;3630
13229;ELSKIM-Zone 5-Zone 2;ELS;KIM;Zone 5;Zone 2;3.99;3630;8001;99999999999;3.55;4165
13230;ELSKLD-Zone 5-Zone 2;ELS;KLD;Zone 5;Zone 2;3.55;4165;8001;99999999999;3.84;4830
13231;ELSNLP-Zone 5-Zone 2;ELS;NLP;Zone 5;Zone 2;3.84;4830;8001;99999999999;2.86;2930
13232;ELSPLZ-Zone 5-Zone 2;ELS;PLZ;Zone 5;Zone 2;2.86;2930;8001;99999999999;3.89;4830
13233;ELSPTG-Zone 5-Zone 2;ELS;PTG;Zone 5;Zone 2;3.89;4830;8001;99999999999;3.5;3630
13234;GRGBFN-Zone 5-Zone 2;GRG;BFN;Zone 5;Zone 2;3.5;3630;8001;99999999999;3.64;3530
13235;GRGCPT-Zone 5-Zone 2;GRG;CPT;Zone 5;Zone 2;3.64;3530;8001;99999999999;3.55;4280
13236;GRGDUR-Zone 5-Zone 2;GRG;DUR;Zone 5;Zone 2;3.55;4280;8001;99999999999;3.35;3130
13237;GRGELS-Zone 5-Zone 2;GRG;ELS;Zone 5;Zone 2;3.35;3130;8001;99999999999;2.53;2690
13238;GRGGRG-Zone 5-Zone 2;GRG;GRG;Zone 5;Zone 2;2.53;2690;8001;99999999999;3.77;4630
13239;GRGJNB-Zone 5-Zone 2;GRG;JNB;Zone 5;Zone 2;3.77;4630;8001;99999999999;3.69;3930
13240;GRGKIM-Zone 5-Zone 2;GRG;KIM;Zone 5;Zone 2;3.69;3930;8001;99999999999;3.77;4165
13241;GRGKLD-Zone 5-Zone 2;GRG;KLD;Zone 5;Zone 2;3.77;4165;8001;99999999999;3.84;5130
13242;GRGNLP-Zone 5-Zone 2;GRG;NLP;Zone 5;Zone 2;3.84;5130;8001;99999999999;3.35;3130
13243;GRGPLZ-Zone 5-Zone 2;GRG;PLZ;Zone 5;Zone 2;3.35;3130;8001;99999999999;3.89;5130
13244;GRGPTG-Zone 5-Zone 2;GRG;PTG;Zone 5;Zone 2;3.89;5130;8001;99999999999;2.96;3630
13245;JNBBFN-Zone 5-Zone 2;JNB;BFN;Zone 5;Zone 2;2.96;3630;8001;99999999999;3.36;4165
13246;JNBCPT-Zone 5-Zone 2;JNB;CPT;Zone 5;Zone 2;3.36;4165;8001;99999999999;1.77;2725
13247;JNBDUR-Zone 5-Zone 2;JNB;DUR;Zone 5;Zone 2;1.77;2725;8001;99999999999;3.5;4430
13248;JNBELS-Zone 5-Zone 2;JNB;ELS;Zone 5;Zone 2;3.5;4430;8001;99999999999;3.77;4630
13249;JNBGRG-Zone 5-Zone 2;JNB;GRG;Zone 5;Zone 2;3.77;4630;8001;99999999999;1.31;1421
13250;JNBJNB-Zone 5-Zone 2;JNB;JNB;Zone 5;Zone 2;1.31;1421;8001;99999999999;3.4;3830
13251;JNBKIM-Zone 5-Zone 2;JNB;KIM;Zone 5;Zone 2;3.4;3830;8001;99999999999;2.86;3130
13252;JNBKLD-Zone 5-Zone 2;JNB;KLD;Zone 5;Zone 2;2.86;3130;8001;99999999999;2.96;2930
13253;JNBNLP-Zone 5-Zone 2;JNB;NLP;Zone 5;Zone 2;2.96;2930;8001;99999999999;3.36;4165
13254;JNBPLZ-Zone 5-Zone 2;JNB;PLZ;Zone 5;Zone 2;3.36;4165;8001;99999999999;2.96;3330
